IdPeriod,MatchDate,MatchTime,Time,Match,Player1name,Player1team,LocationX,LocationY,AttackingDirection
2,2015/08/17,20:00:00.000000,927.9,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1960,-410,1
2,2015/08/17,20:00:00.000000,928,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1960,-410,1
2,2015/08/17,20:00:00.000000,928.1,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1960,-420,1
2,2015/08/17,20:00:00.000000,928.2,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1960,-420,1
2,2015/08/17,20:00:00.000000,928.3,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1950,-430,1
2,2015/08/17,20:00:00.000000,928.4,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1950,-440,1
2,2015/08/17,20:00:00.000000,928.5,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1940,-450,1
2,2015/08/17,20:00:00.000000,928.6,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1930,-460,1
2,2015/08/17,20:00:00.000000,928.7,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1920,-470,1
2,2015/08/17,20:00:00.000000,928.8,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1900,-480,1
2,2015/08/17,20:00:00.000000,928.9,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1890,-490,1
2,2015/08/17,20:00:00.000000,929,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1870,-500,1
2,2015/08/17,20:00:00.000000,929.1,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1850,-510,1
2,2015/08/17,20:00:00.000000,929.2,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1830,-520,1
2,2015/08/17,20:00:00.000000,929.3,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1810,-530,1
2,2015/08/17,20:00:00.000000,929.4,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1780,-530,1
2,2015/08/17,20:00:00.000000,929.5,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1760,-540,1
2,2015/08/17,20:00:00.000000,929.6,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1740,-550,1
2,2015/08/17,20:00:00.000000,929.7,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1710,-550,1
2,2015/08/17,20:00:00.000000,929.8,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1690,-560,1
2,2015/08/17,20:00:00.000000,929.9,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1660,-560,1
2,2015/08/17,20:00:00.000000,930,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1630,-570,1
2,2015/08/17,20:00:00.000000,930.1,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1600,-570,1
2,2015/08/17,20:00:00.000000,930.2,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1570,-580,1
2,2015/08/17,20:00:00.000000,930.3,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1540,-580,1
2,2015/08/17,20:00:00.000000,930.4,Liverpool v Bournemouth,Tomlin Lee,Bournemouth,1520,-590,1
